Valår,Kod,Kommun,Styre,M,C,L/FP,KD,S,V,MP,SD,ÖP
2014,2326,Berg,V,,,,,S,,MP,,
2014,2361,Härjedalen,V,,,,,S,V,,,ÖP
2014,2380,Östersund,V,,,,,S,V,MP,,
2014,2401,Nordmaling,A,,C,,,,,,,
2014,2403,Bjurholm,A,M,C,L/FP,KD,,,,,
2014,2404,Vindeln,V,,,,,S,V,,,
2014,2409,Robertsfors,V,,,,,S,,,,
2014,2417,Norsjö ,V,,,,,S,,,,
2014,2418,Malå,V,,,,,S,V,,,
2014,2421,Storuman,A,M,C,L/FP,KD,,,,,
2014,2422,Sorsele,BL,M,C,,KD,,V,,,
2014,2425,Dorotea,Ö,,,,,,,,,ÖP
2014,2460,Vännäs,V,,,,,S,V,MP,,
2014,2462,Vilhelmina,V,,,,,S,V,,,ÖP
2014,2463,Åsele,A,,C,L/FP,,,,,,ÖP
2014,2480,Umeå,V,,,,,S,,,,
2014,2481,Lycksele,V,,,,,S,V,,,
2014,2482,Skellefteå,V,,,,,S,,,,
2014,2505,Arvidsjaur,V,,,,,S,V,,,
2014,2506,Arjeplog,V,,,,,S,,,,
2014,2510,Jokkmokk,V,,,,,S,V,,,
2014,2513,Överkalix,BL,M,C,L/FP,,,V,MP,,
2014,2514,Kalix,V,,,,,S,V,MP,,
2014,2518,Övertorneå,A,M,C,,KD,,,,,ÖP
2014,2521,Pajala,V,,,,,S,V,,,
2014,2523,Gällivare,BL,M,,,,,V,MP,,ÖP
2014,2560,Älvsbyn,V,,,,,S,V,,,
2014,2580,Luleå,V,,,,,S,,,,
2014,2581,Piteå,V,,,,,S,V,MP,,
2014,2582,Boden,BL,,,L/FP,KD,S,,MP,,ÖP
2014,2583,Haparanda,V,,,,,S,V,,,
2014,2584,Kiruna,BL,M,,,,S,V,,,ÖP
2018,114,Upplands Väsby kommun,B,M,C,L,KD,,,,,ÖP
2018,115,Vallentuna kommun,B,M,C,L,KD,,,,,
2018,117,Österåkers kommun,B,M,C,L,KD,,,,,
2018,120,Värmdö kommun,B,M,C,L,KD,,,MP,,
2018,123,Järfälla kommun,B,M,C,L,KD,,,,,
2018,125,Ekerö kommun,B,M,C,,KD,,,,,
2018,126,Huddinge kommun,B,M,C,L,KD,,,,,ÖP
2018,127,Botkyrka kommun,BL,,C,L,KD,S,,MP,,
2018,128,Salems kommun,B,M,C,L,KD,,,,,
2018,136,Haninge kommun,BL,,C,L,KD,S,,,,
2018,138,Tyresö kommun,BL,,,L,,S,,MP,,
2018,139,Upplands-Bro kommun,B,M,C,L,KD,,,,,
2018,140,Nykvarns kommun,B,M,,,,,,MP,,ÖP
2018,160,Täby kommun,B,M,C,L,KD,,,,,
2018,162,Danderyds kommun,B,M,,L,KD,,,,,
2018,163,Sollentuna kommun,B,M,C,L,KD,,,,,
2018,180,Stockholms stad,B,M,C,L,KD,,,MP,,
2018,181,Södertälje kommun,BL,,C,,KD,S,,MP,,
2018,182,Nacka kommun,B,M,C,L,KD,,,,,
2018,183,Sundbybergs stad,BL,,C,L,,S,,,,
2018,184,Solna stad,B,M,C,L,KD,,,MP,,
2018,186,Lidingö stad,B,M,,L,KD,,,,,ÖP
2018,187,Vaxholms stad,BL,,C,L,,S,,,,
2018,188,Norrtälje kommun,B,M,C,L,KD,,,,,
2018,191,Sigtuna kommun,B,M,C,L,KD,,,,,ÖP
2018,192,Nynäshamns kommun,B,M,C,L,KD,,,,,
2018,305,Håbo kommun,B,M,C,L,KD,,,MP,,
2018,319,Älvkarleby kommun,BL,,C,,,S,V,MP,,
2018,330,Knivsta kommun,BL,M,C,,,S,V,MP,,
2018,331,Heby kommun,BL,,C,,,S,,,,
2018,360,Tierps kommun,B,M,C,L,KD,,,MP,,
2018,380,Uppsala kommun,BL,,,L,,S,,MP,,
2018,381,Enköpings kommun,B,M,C,L,KD,,,MP,,
2018,382,Östhammars kommun,BL,,C,,,S,V,,,
2018,428,Vingåkers kommun,BL,,C,,KD,S,,MP,,
2018,461,Gnesta kommun,BL,M,,,,S,,,,
2018,480,Nyköpings kommun,BL,,C,,,S,,MP,,
2018,481,Oxelösunds kommun,V,,,,,S,V,,,
2018,482,Flens kommun,V,,,,,S,V,MP,,
2018,483,Katrineholms kommun,BL,M,,,,S,,,,
2018,484,Eskilstuna kommun,BL,M,C,,,S,,,,
2018,486,Strängnäs kommun,BL,M,,,,S,,,,
2018,488,Trosa kommun,B,M,C,L,KD,,,,,
2018,509,Ödeshögs kommun,BL,,C,,KD,S,,,,
2018,512,Ydre kommun,BL,M,C,,,S,,,,
2018,513,Kinda kommun,BL,,C,L,,S,,,,ÖP
2018,560,Boxholms kommun,V,,,,,S,,,,
2018,561,Åtvidabergs kommun,BL,,C,L,,S,V,,,
2018,562,Finspångs kommun,BL,,C,,KD,S,,,,
2018,563,Valdemarsviks kommun,BL,,C,,,S,V,,,
2018,580,Linköpings kommun,B,M,C,L,KD,,,,,
2018,581,Norrköpings kommun,BL,,C,L,KD,S,,,,
2018,582,Söderköpings kommun,B,M,C,L,KD,,,,,
2018,583,Motala kommun,B,M,C,L,KD,,,,,
2018,584,Vadstena kommun,BL,M,,,,S,,MP,,
2018,586,Mjölby kommun,BL,,C,L,KD,S,,MP,,
2018,604,Aneby kommun,B,M,C,L,KD,,,,,
2018,617,Gnosjö kommun,B,M,C,,KD,,,,,
2018,642,Mullsjö kommun,BL,,C,L,KD,S,,,,
2018,643,Habo kommun,B,M,C,L,KD,,,,,
2018,662,Gislaveds kommun,B,M,C,L,KD,,,,,ÖP
2018,665,Vaggeryds kommun,B,M,C,L,KD,,,MP,,
2018,680,Jönköpings kommun,BL,,C,L,,S,,MP,,
2018,682,Nässjö kommun,BL,,C,,KD,S,,,,
2018,683,Värnamo kommun,B,M,C,L,KD,,,,,
2018,684,Sävsjö kommun,BL,,C,,KD,S,,,,
2018,685,Vetlanda kommun,BL,M,C,,,S,,,,
2018,686,Eksjö kommun,B,M,C,L,KD,,,,,
2018,687,Tranås kommun,B,M,C,L,KD,,,,,
2018,760,Uppvidinge kommun,BL,M,,,,S,V,,,
2018,761,Lessebo kommun,V,,,,,S,,,,
2018,763,Tingsryds kommun,BL,M,,,KD,S,,,,
2018,764,Alvesta kommun,BL,,C,,,S,V,,,
2018,765,Älmhults kommun,B,M,C,L,KD,,,,,
2018,767,Markaryds kommun,B,M,C,,KD,,,,,
2018,780,Växjö kommun,B,M,C,L,KD,,,MP,,
2018,781,Ljungby kommun,B,M,C,L,KD,,,,,
2018,821,Högsby kommun,B,M,C,,KD,,,,,
2018,834,Torsås kommun,BL,M,,L,KD,S,V,,,
2018,840,Mörbylånga kommun,BL,,C,,,S,V,,,
2018,860,Hultsfreds kommun,B,M,C,,KD,,,,,
2018,861,Mönsterås kommun,B,M,C,L,KD,,,,,
2018,862,Emmaboda kommun,B,M,C,,KD,,,,,ÖP
2018,880,Kalmar kommun,BL,,C,,,S,V,,,
2018,881,Nybro kommun,B,M,C,L,KD,,,,,
2018,882,Oskarshamns kommun,BL,M,,,,S,,,,
2018,883,Västerviks kommun,BL,,C,,,S,,MP,,
2018,884,Vimmerby kommun,B,M,C,,KD,,,,,
2018,885,Borgholms kommun,BL,,C,,,S,V,,,
2018,980,Region Gotland,B,M,C,L,KD,,,,,
2018,1060,Olofströms kommun,BL,,,,KD,S,V,,,
2018,1080,Karlskrona kommun,BL,,C,L,,S,,,,
2018,1081,Ronneby kommun,B,M,C,L,KD,,,,,
2018,1082,Karlshamns kommun,BL,,C,,,S,,MP,,
2018,1083,Sölvesborgs kommun,Ö,M,,,KD,,,,SD,ÖP
2018,1214,Svalövs kommun,B,M,C,L,KD,,,,,
2018,1230,Staffanstorps kommun,Ö,M,,,,,,,SD,
2018,1231,Burlövs kommun,B,M,C,L,,,,,,
2018,1233,Vellinge kommun,B,M,,,,,,,,
2018,1256,Östra Göinge kommun,B,M,C,,KD,,,,,
2018,1257,Örkelljunga kommun,B,M,C,,KD,,,,,
2018,1260,Bjuvs kommun,BL,,C,L,KD,S,V,,,
2018,1261,Kävlinge kommun,B,M,C,L,KD,,,,,
2018,1262,Lomma kommun,B,M,C,L,KD,,,,,
2018,1263,Svedala kommun,B,M,C,L,KD,,,,,ÖP
2018,1264,Skurups kommun,B,M,C,,,,,,,ÖP
2018,1265,Sjöbo kommun,B,M,C,L,,,,MP,,
2018,1266,Hörby kommun,Ö,,,,,,,,SD,
2018,1267,Höörs kommun,B,M,C,L,KD,,,,,
2018,1270,Tomelilla kommun,B,M,C,L,KD,,,,,
2018,1272,Bromölla kommun,Ö,,,,,,,,SD,
2018,1273,Osby kommun,B,M,C,L,KD,,,,,
2018,1275,Perstorps kommun,B,M,C,,KD,,,MP,,ÖP
2018,1276,Klippans kommun,BL,M,C,,,S,,,,
2018,1277,Åstorps kommun,BL,,C,,,S,,,,
2018,1278,Båstads kommun,BL,M,,L,KD,S,,,,
2018,1280,Malmö stad,BL,,,L,,S,,,,
2018,1281,Lunds kommun,B,M,C,L,KD,,,,,ÖP
2018,1282,Landskrona stad,B,M,,L,,,,MP,,
2018,1283,Helsingborgs stad,B,M,C,L,KD,,,,,
2018,1284,Höganäs kommun,B,M,C,,KD,,,,,
2018,1285,Eslövs kommun,BL,M,,L,,S,,,,
2018,1286,Ystads kommun,B,M,,L,KD,,,,,
2018,1287,Trelleborgs kommun,B,M,,,KD,,,,,
2018,1290,Kristianstads kommun,B,M,C,L,KD,,,,,
2018,1291,Simrishamns kommun,B,M,C,L,KD,,,,,
2018,1292,Ängelholms kommun,B,M,C,L,KD,,,MP,,
2018,1293,Hässleholms kommun,B,M,,L,KD,,,,,
2018,1315,Hylte kommun,BL,,,L,,S,V,,,ÖP
2018,1380,Halmstads kommun,B,M,C,L,KD,,,,,
2018,1381,Laholms kommun,B,M,C,L,KD,,,MP,,ÖP
2018,1382,Falkenbergs kommun,BL,,,L,KD,S,,MP,,
2018,1383,Varbergs kommun,B,M,C,L,KD,,,,,
2018,1384,Kungsbacka kommun,B,M,C,L,KD,,,,,
2018,1401,Härryda kommun,B,M,C,L,KD,,,,,ÖP
2018,1402,Partille kommun,B,M,C,L,KD,,,,,
2018,1407,Öckerö kommun,B,M,,L,KD,,,,,
2018,1415,Stenungsunds kommun,BL,,C,,,S,V,MP,,ÖP
2018,1419,Tjörns kommun,B,M,C,L,KD,,,MP,,
2018,1421,Orust kommun,BL,M,,L,,S,,,,ÖP
2018,1427,Sotenäs kommun,B,M,C,L,KD,,,,,
2018,1430,Munkedals kommun,B,M,,L,,,,,,
2018,1435,Tanums kommun,B,M,C,L,KD,,,,,
2018,1438,Dals-Eds kommun,B,M,C,L,KD,,,,,
2018,1439,Färgelanda kommun,B,M,C,L,,,,,,
2018,1440,Ale kommun,B,M,C,L,KD,,,MP,,ÖP
2018,1441,Lerums kommun,B,M,C,L,KD,,,,,
2018,1442,Vårgårda kommun,B,M,C,L,KD,,,,,
2018,1443,Bollebygds kommun,B,M,C,L,KD,,,,,ÖP
2018,1444,Grästorps kommun,B,M,C,,,,,,,
2018,1445,Essunga kommun,B,M,C,,KD,,,MP,,
2018,1446,Karlsborgs kommun,B,M,C,L,KD,,,,,
2018,1447,Gullspångs kommun,BL,,C,,,S,,,,ÖP
2018,1452,Tranemo kommun,BL,,,L,KD,S,V,MP,,
2018,1460,Bengtsfors kommun,B,M,C,,KD,,,,,
2018,1461,Melleruds kommun,B,M,C,L,KD,,,MP,,ÖP
2018,1462,Lilla Edets kommun,B,M,C,L,KD,,,MP,,
2018,1463,Marks kommun,BL,,C,L,,S,,,,
2018,1465,Svenljunga kommun,BL,,,L,,S,V,,,
2018,1466,Herrljunga kommun,B,M,C,,KD,,,,,ÖP
2018,1470,Vara kommun,B,M,C,L,,,,,,
2018,1471,Götene kommun,B,M,C,L,KD,,,MP,,ÖP
2018,1472,Tibro kommun,BL,,C,L,,S,,,,
2018,1473,Töreboda kommun,B,M,C,L,,,,,,
2018,1480,Göteborgs stad,B,M,C,L,KD,,,,,
2018,1481,Mölndals stad,B,M,C,L,KD,,,MP,,
2018,1482,Kungälvs kommun,BL,M,C,,,S,,,,
2018,1484,Lysekils kommun,BL,,C,L,,S,,MP,,
2018,1485,Uddevalla kommun,B,M,C,L,KD,,,MP,,ÖP
2018,1486,Strömstads kommun,BL,,,,KD,S,V,,,ÖP
2018,1487,Vänersborgs kommun,BL,,C,,,S,,MP,,
2018,1488,Trollhättans stad,V,,,,,S,V,MP,,
2018,1489,Alingsås kommun,B,M,C,L,KD,,,,,
2018,1490,Borås stad,BL,,C,L,,S,,MP,,
2018,1491,Ulricehamns kommun,B,,C,,,,,,,ÖP
2018,1492,Åmåls kommun,V,,,,,S,V,MP,,
2018,1493,Mariestads kommun,B,M,C,L,KD,,,,,
2018,1494,Lidköpings kommun,BL,,C,,KD,S,,MP,,
2018,1495,Skara kommun,B,M,C,L,KD,,,,,
2018,1496,Skövde kommun,B,M,C,L,KD,,,,,
2018,1497,Hjo kommun,B,M,C,L,KD,,,,,
2018,1498,Tidaholms kommun,V,,,,,S,V,MP,,
2018,1499,Falköpings kommun,BL,,C,,KD,S,,,,
2018,1715,Kils kommun,BL,,C,,,S,,,,
2018,1730,Eda kommun,BL,,C,,KD,,V,,,ÖP
2018,1737,Torsby kommun,BL,,C,L,,S,,,,
2018,1760,Storfors kommun,V,,,,,S,V,,,
2018,1761,Hammarö kommun,B,M,C,L,KD,,,MP,,
2018,1762,Munkfors kommun,V,,,,,S,,,,
2018,1763,Forshaga kommun,BL,,C,,,S,,,,
2018,1764,Grums kommun,V,,,,,S,,,,
2018,1765,Årjängs kommun,BL,,C,,,S,,MP,,
2018,1766,Sunne kommun,BL,,C,,,S,,,,
2018,1780,Karlstads kommun,B,M,C,L,KD,,,MP,,
2018,1781,Kristinehamns kommun,B,M,C,L,KD,,,MP,,
2018,1782,Filipstads kommun,V,,,,,S,V,,,
2018,1783,Hagfors kommun,Ö,,,,,,,,,ÖP
2018,1784,Arvika kommun,V,,,,,S,V,MP,,
2018,1785,Säffle kommun,B,M,C,L,KD,,,,,ÖP
2018,1814,Lekebergs kommun,BL,,C,,,S,,,,
2018,1860,Laxå kommun,B,,C,,KD,,,MP,,
2018,1861,Hallsbergs kommun,V,,,,,S,,,,
2018,1862,Degerfors kommun,BL,M,C,L,,S,,,,
2018,1863,Hällefors kommun,V,,,,,S,V,,,
2018,1864,Ljusnarsbergs kommun,BL,,,L,,S,V,MP,,
2018,1880,Örebro kommun,BL,,C,,KD,S,,,,
2018,1881,Kumla kommun,BL,M,,,,S,,,,
2018,1882,Askersunds kommun,B,M,,L,KD,,,,,
2018,1883,Karlskoga kommun,B,M,C,L,KD,,,,,
2018,1884,Nora kommun,BL,M,C,L,KD,S,,,,
2018,1885,Lindesbergs kommun,BL,,C,,,S,V,,,
2018,1904,Skinnskattebergs kommun,V,,,,,S,,,,
2018,1907,Surahammars kommun,BL,,C,,,S,V,,,
2018,1960,Kungsörs kommun,BL,,,L,,S,V,,,
2018,1961,Hallstahammars kommun,BL,,C,L,,S,,,,
2018,1962,Norbergs kommun,V,,,,,S,V,,,
2018,1980,Västerås stad,BL,,C,L,,S,,MP,,
2018,1981,Sala kommun,B,M,C,L,KD,,,,,ÖP
2018,1982,Fagersta kommun,BL,M,,L,,S,,,,ÖP
2018,1983,Köpings kommun,BL,M,,L,,S,V,,,
2018,1984,Arboga kommun,BL,M,C,L,KD,,V,MP,,ÖP
2018,2021,Vansbro kommun,B,M,C,,KD,,,,,ÖP
2018,2023,Malung-Sälens kommun,BL,,C,L,,S,,,,
2018,2026,Gagnefs kommun,BL,M,C,,,S,,,,
2018,2029,Leksands kommun,B,M,C,L,KD,,,,,
2018,2031,Rättviks kommun,B,M,C,,KD,,,,,
2018,2034,Orsa kommun,B,,C,,KD,,,MP,,
2018,2039,Älvdalens kommun,BL,,C,L,,S,,,,
2018,2061,Smedjebackens kommun,V,,,,,S,V,MP,,
2018,2062,Mora kommun,B,M,C,,KD,,,,,ÖP
2018,2080,Falu kommun,B,M,C,L,KD,,,,,ÖP
2018,2081,Borlänge kommun,BL,,C,L,,S,,MP,,ÖP
2018,2082,Säters kommun,BL,,C,,,S,,,,
2018,2083,Hedemora kommun,BL,,C,,,S,V,,,
2018,2084,Avesta kommun,V,,,,,S,V,,,
2018,2085,Ludvika kommun,BL,M,,L,KD,S,,,,
2018,2101,Ockelbo kommun,BL,,C,,,S,,,,
2018,2104,Hofors kommun,BL,,C,L,,S,,,,
2018,2121,Ovanåkers kommun,BL,M,,L,,S,,,,
2018,2132,Nordanstigs kommun,BL,,C,,,S,,,,ÖP
2018,2161,Ljusdals kommun,BL,,,L,,S,,MP,,
2018,2180,Gävle kommun,BL,,C,L,,S,,MP,,
2018,2181,Sandvikens kommun,BL,,C,L,,S,,,,
2018,2182,Söderhamns kommun,B,M,C,L,KD,,,,,
2018,2183,Bollnäs kommun,BL,M,,,,S,,MP,,ÖP
2018,2184,Hudiksvalls kommun,BL,M,,,,S,,MP,,
2018,2260,Ånge kommun,V,,,,,S,V,,,
2018,2262,Timrå kommun,V,,,,,S,V,,,
2018,2280,Härnösands kommun,BL,,,,KD,S,V,MP,,
2018,2281,Sundsvalls kommun,BL,,C,,,S,V,,,
2018,2282,Kramfors kommun,V,,,,,S,V,,,
2018,2283,Sollefteå kommun,BL,,C,,,,V,,,ÖP
2018,2284,Örnsköldsviks kommun,V,,,,,S,,,,
2018,2303,Ragunda kommun,B,,C,,KD,,,,,ÖP
2018,2305,Bräcke kommun,BL,M,,,,S,V,,,
2018,2309,Krokoms kommun,B,M,C,,KD,,,MP,,
2018,2313,Strömsunds kommun,V,,,,,S,V,,,
2018,2321,Åre kommun,B,,C,,KD,,,,,ÖP
2018,2326,Bergs kommun,BL,,C,,,S,,,,
2018,2361,Härjedalens kommun,BL,M,C,,,S,,,,
2018,2380,Östersunds kommun,B,M,C,L,KD,,,,,
2018,2401,Nordmalings kommun,B,M,C,,KD,,,,,
2018,2403,Bjurholms kommun,B,M,C,L,KD,,,,,
2018,2404,Vindelns kommun,BL,,,,KD,S,V,,,
2018,2409,Robertsfors kommun,V,,,,,S,V,,,
2018,2417,Norsjö kommun,V,,,,,S,V,,,
2018,2418,Malå kommun,V,,,,,S,V,,,
2018,2421,Storumans kommun,B,M,C,L,KD,,,,,
2018,2422,Sorsele kommun,BL,,C,,,,V,,,
2018,2425,Dorotea kommun,BL,,C,L,KD,S,V,,,
2018,2460,Vännäs kommun,BL,M,,,,S,V,MP,,
2018,2462,Vilhelmina kommun,B,M,C,,KD,,,,,ÖP
2018,2463,Åsele kommun,V,,,,,S,,,,ÖP
2018,2480,Umeå kommun,V,,,,,S,,,,
2018,2481,Lycksele kommun,B,M,C,L,KD,,,,,
2018,2482,Skellefteå kommun,V,,,,,S,V,,,
2018,2505,Arvidsjaurs kommun,V,,,,,S,V,,,
2018,2506,Arjeplogs kommun,V,,,,,S,,,,
2018,2510,Jokkmokks kommun,V,,,,,S,V,,,
2018,2513,Överkalix kommun,V,,,,,S,,,,
2018,2514,Kalix kommun,V,,,,,S,V,MP,,
2018,2518,Övertorneå kommun,BL,,C,,KD,,V,,,ÖP
2018,2521,Pajala kommun,BL,,,,KD,S,,,,ÖP
2018,2523,Gällivare kommun,V,,,,,S,V,MP,,
2018,2560,Älvsbyns kommun,V,,,,,S,,,,
2018,2580,Luleå kommun,V,,,,,S,,,,
2018,2581,Piteå kommun,V,,,,,S,V,MP,,
2018,2582,Bodens kommun,BL,,C,,,S,,MP,,ÖP
2018,2583,Haparanda stad,B,M,C,,KD,,,,,ÖP
2018,2584,Kiruna kommun,B,M,C,,KD,,,,,ÖP
2022,114,Upplands Väsby kommun,BL,,,L,,S,,,,ÖP
2022,115,Vallentuna kommun,A,M,C,L,KD,,,,,
2022,117,Österåkers kommun,A,M,C,L,KD,,,,,
2022,120,Värmdö kommun,BL,,C,L,,S,,MP,,
2022,123,Järfälla kommun,BL,,C,,,S,,,,
2022,125,Ekerö kommun,A,M,C,L,KD,,,,,
2022,126,Huddinge kommun,BL,,C,,,S,,MP,,ÖP
2022,127,Botkyrka kommun,BL,,C,L,KD,S,,MP,,
2022,128,Salems kommun,A,M,C,L,KD,,,,,
2022,136,Haninge kommun,A,M,,L,KD,,,,,
2022,138,Tyresö kommun,BL,,,L,,S,,MP,,
2022,139,Upplands-Bro kommun,A,M,C,L,KD,,,,,
2022,140,Nykvarns kommun,BL,,C,,,S,,MP,,ÖP
2022,160,Täby kommun,A,M,C,L,KD,,,,,
2022,162,Danderyds kommun,A,M,,L,KD,,,,,
2022,163,Sollentuna kommun,A,M,C,L,KD,,,,,
2022,180,Stockholms stad,V,,,,,S,V,MP,,
2022,181,Södertälje kommun,BL,M,,,,S,,MP,,
2022,182,Nacka kommun,A,M,C,L,KD,,,,,
2022,183,Sundbybergs stad,BL,,C,,,S,V,MP,,
2022,184,Solna stad,BL,,C,,,S,V,MP,,
2022,186,Lidingö stad,A,M,,,,,,,,ÖP
2022,187,Vaxholms stad,BL,M,,L,KD,S,V,,,
2022,188,Norrtälje kommun,B,M,,L,KD,,,,SD,
2022,191,Sigtuna kommun,A,M,C,L,KD,,,,,ÖP
2022,192,Nynäshamns kommun,A,M,C,L,KD,,,,,
2022,305,Håbo kommun,A,M,C,,KD,,,,,
2022,319,Älvkarleby kommun,BL,,C,,,S,V,MP,,ÖP
2022,330,Knivsta kommun,B,,,,KD,,,,SD,ÖP
2022,331,Heby kommun,BL,,C,,,S,V,MP,,
2022,360,Tierps kommun,A,M,C,L,KD,,,,,
2022,380,Uppsala kommun,V,,,,,S,V,MP,,
2022,381,Enköpings kommun,BL,M,C,L,KD,,,MP,,ÖP
2022,382,Östhammars kommun,B,M,,,KD,,,,SD,ÖP
2022,428,Vingåkers kommun,A,M,C,,KD,,,,,
2022,461,Gnesta kommun,BL,M,,,,S,,,,
2022,480,Nyköpings kommun,BL,M,,,,S,,,,
2022,481,Oxelösunds kommun,B,M,,L,KD,,,,SD,
2022,482,Flens kommun,BL,,C,,,S,,,,
2022,483,Katrineholms kommun,BL,M,,,,S,,,,
2022,484,Eskilstuna kommun,BL,M,,,,S,,,,
2022,486,Strängnäs kommun,BL,M,,,,S,,,,
2022,488,Trosa kommun,A,M,C,L,KD,,,,,
2022,509,Ödeshögs kommun,BL,M,C,,,S,,,,
2022,512,Ydre kommun,A,M,C,,,,,,,
2022,513,Kinda kommun,BL,M,,,KD,S,,,,
2022,560,Boxholms kommun,V,,,,,S,,,,
2022,561,Åtvidabergs kommun,BL,,C,L,,S,V,MP,,
2022,562,Finspångs kommun,BL,,C,L,,S,,,,
2022,563,Valdemarsviks kommun,B,M,,,KD,,,,SD,ÖP
2022,580,Linköpings kommun,BL,M,,,,S,,,,
2022,581,Norrköpings kommun,A,M,,L,KD,,,,,
2022,582,Söderköpings kommun,BL,M,,,KD,S,,,,
2022,583,Motala kommun,B,M,,,KD,,,,SD,
2022,584,Vadstena kommun,BL,M,,,,S,,,,
2022,586,Mjölby kommun,BL,,C,L,KD,S,,MP,,
2022,604,Aneby kommun,BL,,C,,KD,S,,,,
2022,617,Gnosjö kommun,A,M,C,,KD,,,,,
2022,642,Mullsjö kommun,BL,,C,L,KD,S,,,,
2022,643,Habo kommun,A,M,C,L,KD,,,,,
2022,662,Gislaveds kommun,BL,M,C,L,,S,,,,ÖP
2022,665,Vaggeryds kommun,BL,M,,,,S,,,,
2022,680,Jönköpings kommun,BL,,C,L,,S,,,,
2022,682,Nässjö kommun,BL,,C,,KD,S,V,,,
2022,683,Värnamo kommun,A,M,C,L,KD,,,,,
2022,684,Sävsjö kommun,BL,,C,,KD,S,,,,
2022,685,Vetlanda kommun,B,M,,,,,,,SD,ÖP
2022,686,Eksjö kommun,BL,M,,,,S,,,,
2022,687,Tranås kommun,B,M,,L,KD,,,,SD,
2022,760,Uppvidinge kommun,B,,C,,KD,,,,SD,ÖP
2022,761,Lessebo kommun,BL,,C,,,S,V,,,
2022,763,Tingsryds kommun,A,M,C,,KD,,,,,
2022,764,Alvesta kommun,BL,,C,,KD,S,,,,
2022,765,Älmhults kommun,BL,,C,,,S,,,,
2022,767,Markaryds kommun,A,M,C,,KD,,,,,
2022,780,Växjö kommun,V,,,,,S,V,MP,,
2022,781,Ljungby kommun,A,M,C,,KD,,,,,
2022,821,Högsby kommun,BL,,C,,,S,V,,,
2022,834,Torsås kommun,BL,M,C,,,S,V,,,
2022,840,Mörbylånga kommun,BL,,C,,,S,,,,
2022,860,Hultsfreds kommun,A,M,C,,KD,,,,,
2022,861,Mönsterås kommun,A,M,C,L,KD,,,,,
2022,862,Emmaboda kommun,A,M,C,,KD,,,,,
2022,880,Kalmar kommun,BL,,C,,,S,V,,,
2022,881,Nybro kommun,BL,,C,,,S,,,,
2022,882,Oskarshamns kommun,BL,M,,,,S,,,,
2022,883,Västerviks kommun,A,M,,L,KD,,,,,ÖP
2022,884,Vimmerby kommun,BL,,C,,,S,V,,,
2022,885,Borgholms kommun,BL,,C,,,S,V,,,
2022,980,Region Gotland (kommun),BL,M,,,,S,,,,
2022,1060,Olofströms kommun,BL,,C,,,S,,,,
2022,1080,Karlskrona kommun,B,M,,L,KD,,,,SD,
2022,1081,Ronneby kommun,B,M,,L,KD,,,,SD,
2022,1082,Karlshamns kommun,B,M,,,KD,,,,SD,
2022,1083,Sölvesborgs kommun,BL,M,C,,,S,,,,ÖP
2022,1214,Svalövs kommun,B,M,,,KD,,,,SD,
2022,1230,Staffanstorps kommun,B,M,,,,,,,SD,
2022,1231,Burlövs kommun,A,M,C,L,,,,,,
2022,1233,Vellinge kommun,A,M,,,,,,,,
2022,1256,Östra Göinge kommun,A,M,C,,KD,,,,,
2022,1257,Örkelljunga kommun,B,M,,,,,,,SD,
2022,1260,Bjuvs kommun,B,M,,,,,,,SD,
2022,1261,Kävlinge kommun,B,M,,,KD,,,,SD,
2022,1262,Lomma kommun,A,M,C,L,KD,,,,,
2022,1263,Svedala kommun,A,M,C,L,KD,,,,,ÖP
2022,1264,Skurups kommun,B,M,,,KD,,,,SD,
2022,1265,Sjöbo kommun,BL,M,C,L,,S,,,,
2022,1266,Hörby kommun,B,M,,,,,,,SD,
2022,1267,Höörs kommun,A,M,C,L,KD,,,,,
2022,1270,Tomelilla kommun,A,M,C,L,KD,,,,,
2022,1272,Bromölla kommun,V,,,,,S,V,,,
2022,1273,Osby kommun,A,M,C,,KD,,,,,
2022,1275,Perstorps kommun,BL,M,C,,KD,S,,,,ÖP
2022,1276,Klippans kommun,B,,,,KD,,,,SD,ÖP
2022,1277,Åstorps kommun,B,M,,,KD,,,,SD,
2022,1278,Båstads kommun,BL,M,,L,KD,S,,,,
2022,1280,Malmö stad,BL,,,L,,S,,MP,,
2022,1281,Lunds kommun,BL,M,,,KD,S,,,,
2022,1282,Landskrona stad,BL,M,,L,,,,MP,,
2022,1283,Helsingborgs stad,A,M,,L,KD,,,,,
2022,1284,Höganäs kommun,BL,M,C,,KD,,,MP,,
2022,1285,Eslövs kommun,BL,M,,L,,S,,,,
2022,1286,Ystads kommun,A,M,,L,KD,,,,,
2022,1287,Trelleborgs kommun,B,M,,L,KD,,,,SD,
2022,1290,Kristianstads kommun,B,M,,,KD,,,,SD,
2022,1291,Simrishamns kommun,A,M,C,L,KD,,,,,
2022,1292,Ängelholms kommun,A,M,C,L,KD,,,,,
2022,1293,Hässleholms kommun,B,M,,,KD,,,,SD,
2022,1315,Hylte kommun,BL,,,L,,S,V,,,ÖP
2022,1380,Halmstads kommun,BL,M,,,KD,S,,,,
2022,1381,Laholms kommun,A,M,C,L,KD,,,,,
2022,1382,Falkenbergs kommun,BL,,,L,KD,S,V,MP,,
2022,1383,Varbergs kommun,B,M,,L,KD,,,,SD,
